"crrdr_d","ID","endID","all_pa_area_sqkm","all_pa_pct_overlap","nPAs","LCP_length_km","nKBAs"
"CORR1251","Manatee","H0135",36517.7235936044,64.4107214569522,14,289.158223589492,5
"CORR1252","Manatee","H0149",49516.5324454072,56.9738789821534,17,442.871918215038,7
"CORR1253","Manatee","H0155",51604.7308458973,57.983406501908,17,453.459821610035,7
"CORR1254","Manatee","H0155",51907.6019143563,58.1259073367124,17,455.013078452655,7
"CORR1255","Manatee","H0216",37105.1220590392,61.8936036350807,15,305.838915165172,5
"CORR1256","Mountain Pine Ridge","H0135",33440.9872528926,66.0170101235534,14,258.491715839507,5
"CORR1257","Mountain Pine Ridge","H0176",22907.8203426929,48.9913653903831,9,239.191318184192,4
"CORR1258","Mountain Pine Ridge","H0216",34028.3871555897,63.1208982638496,15,275.17240741519,5
"CORR1259","Mountain Pine Ridge","H0216",34420.1728712045,63.3869805415026,15,277.167593472636,5
"CORR1260","Mountain Pine Ridge","H0220",26357.9272570215,51.5802576916781,13,261.419449018418,4
"CORR1261","Swasey Bladen","H0135",20257.3748033136,50.017292101138,8,206.430668714775,5
"CORR1262","Swasey Bladen","H0216",20844.7733746494,47.6392155837893,9,223.111360290459,5
"CORR1263","Swasey Bladen","H0216",21236.5585077275,48.103891505317,9,225.106546347906,5
"CORR1264","Swasey Bladen","H0176",15173.5843551485,38.7240233762102,8,199.995098458519,5
"CORR1265","Swasey Bladen","H0149",33256.1842783094,47.0274219355352,11,360.14436334033,7
"CORR1266","Mango Creek 1","H0135",25208.9651415122,54.1175210499928,12,237.501194146567,5
"CORR1267","Mango Creek 1","H0149",38207.7736319696,49.751177163275,15,391.214888772117,7
"CORR1268","Mango Creek 1","H0216",25796.3666047411,51.7618464762045,13,254.18188572225,5
"CORR1269","Mango Creek 1","H0216",26188.1520005511,52.1381075837016,13,256.177071779697,5
"CORR1270","Mango Creek 1","H0155",40295.9720543735,51.0813195290311,15,401.802792167114,7
"CORR1271","Mango Creek 4","H0135",23642.9573262067,46.3467318489967,11,260.25292810809,5
"CORR1272","Mango Creek 4","H0216",24230.3581104408,44.6494691907802,12,276.933619683771,5
"CORR1273","Mango Creek 4","H0216",24622.1434961688,45.0462058954014,12,278.928805741217,5
"CORR1274","Mango Creek 4","H0149",36641.7656031192,45.1091892571441,14,413.966622733635,7
"CORR1275","Mango Creek 4","H0155",38729.9641487704,46.4849297437509,14,424.554526128632,7
"CORR1276","La Yeguada","H0373",3526.28972466512,92.7774315728886,2,18.9033468312681,1
"CORR1277","La Yeguada","H0377",7190.67883261977,57.266548364286,2,62.8748414395037,1
"CORR1278","La Yeguada","H0377",7190.67883261977,56.1796046788438,2,64.0776956044919,1
"CORR1279","La Yeguada","H0372",7190.67883261977,45.9451861893588,2,78.4193030358211,1
"CORR1280","La Yeguada","H0375",7190.67883261977,45.0614587653637,2,79.9752541681375,1
"CORR1281","Chepigana","H0386",7396.01278360732,61.6052799382899,4,60.3055938073157,1
"CORR1282","Chepigana","H0380",12921.3588144026,73.8689443144872,7,88.044830645423,1
"CORR1283","Chepigana","H0382",14603.2233365042,76.1610365167254,7,96.5747340983799,1
"CORR1284","Chepigana","H0390",11982.1172520697,23.6107777012649,5,255.882516128905,2
"CORR1285","Chepigana","H0398",11113.3785544514,22.8652076816007,4,245.03192629244,1
"CORR1286","Tonosi","H0373",11841.8156943202,24.6671263195804,7,240.865467960911,4
"CORR1287","Tonosi","H0377",9864.49819676316,23.4047663905099,6,211.506350094559,3
"CORR1288","Tonosi","H0377",9864.49819676316,23.2441094434245,6,212.977279280406,3
"CORR1289","Tonosi","H0375",9864.49819676316,22.3754841320318,6,221.226098531052,3
"CORR1290","Tonosi","H0372",9864.49819676316,21.9498286778782,6,225.526267500858,3
"CORR1296","Machaca Creek","H0135",15001.8672757508,50.7561190499901,6,150.711716658967,4
"CORR1297","Machaca Creek","H0176",9893.94275589206,35.0652656199093,6,144.124500270617,4
"CORR1298","Machaca Creek","H0216",15589.2669483795,47.5115720390387,7,167.392408234649,4
"CORR1299","Machaca Creek","H0216",15981.0522435307,48.1309138992136,7,169.387594292096,4
"CORR1300","Machaca Creek","H0220",13344.0497812094,40.9858416503308,10,166.352631104843,4
"CORR1301","Rio Leon","H0390",2414.55722811138,19.8239633005155,2,61.3476029597885,1
"CORR1302","Rio Leon","H0398",3772.60728904102,18.5189349990432,1,102.946374458708,0
"CORR1303","Rio Leon","H0425",3772.60728904102,17.1764636065565,1,111.037042986535,0
"CORR1304","Rio Leon","H0425",10001.5271934571,45.4145018174347,2,110.931582733828,1
"CORR1305","Rio Leon","H0425",12632.3293284663,56.6185350732984,2,112.50212132596,1
"CORR1306","Los Santos","H0369",2364.54729528642,100,1,11.7057356135173,3
"CORR1307","Los Santos","H0365",5332.1272262485,97.1789193919508,1,27.496064168819,3
"CORR1308","Los Santos","H0369",5158.2014042242,100,1,25.8539750787011,3
"CORR1309","Los Santos","H0362",6279.40943248734,99.9999886358618,2,31.4734271022607,3
"CORR1310","Los Santos","H0363",1259.73560080782,20.8639944736407,2,30.1866670021365,3
"CORR1311","Cordillera Volcanica Central","H0355",6932.68135056037,100,2,34.6974856875988,1
"CORR1312","Cordillera Volcanica Central","H0353",6664.64506329773,83.4784574378711,4,40.0060248449137,1
"CORR1313","Cordillera Volcanica Central","H0355",4527.71869741622,100,2,22.5877323922788,1
"CORR1314","Cordillera Volcanica Central","H0354",3989.07735774378,100,2,19.8944352692651,1
"CORR1315","Cordillera Volcanica Central","H0355",5343.55295635393,100,2,26.7324449289614,1
"CORR1316","Carauta","H0510",2967.97868890103,93.1112471886626,1,15.9235769265502,1
"CORR1317","Carauta","H0510",3772.82603421839,99.8916122351515,2,18.8627410085482,2
"CORR1318","Carauta","H0510",4592.17189803474,96.4789383444069,2,23.9162143264558,2
"CORR1319","Carauta","H0510",3327.92722624135,51.424736454556,1,32.7049939198492,1
"CORR1320","Carauta","H0510",6482.96183639013,99.9932214195619,3,32.5912593207799,3
"CORR1321","Sittee River","H0135",30287.3635263277,60.5100773511577,13,255.225473153086,5
"CORR1322","Sittee River","H0216",30874.7640644166,57.9175075392704,14,271.906164728768,5
"CORR1323","Sittee River","H0216",31266.5491469827,58.2245337256892,14,273.901350786215,5
"CORR1324","Sittee River","H0176",22770.9938420825,47.6229421215119,9,244.145373573088,4
"CORR1325","Sittee River","H0149",43286.1738500379,53.9262163376904,16,408.939167778632,7
"CORR1326","Maya Mountain","H0135",21583.603198976,52.1842674344553,10,210.894376986791,5
"CORR1327","Maya Mountain","H0216",22171.0050241796,49.6939318031087,11,227.575068562476,5
"CORR1328","Maya Mountain","H0216",22562.7899198721,50.1318459351355,11,229.570254619923,5
"CORR1329","Maya Mountain","H0176",16505.4273169903,41.21293813214,10,204.458806730537,5
"CORR1330","Maya Mountain","H0149",34582.413354903,48.3155187225207,13,364.608071612344,7
"CORR1331","Darien","H0380",3467.33993773287,100,2,17.3565945793742,1
"CORR1332","Darien","H0382",7059.66642478096,100,2,35.4887015687249,1
"CORR1333","Darien","H0386",20504.3688428183,100,4,103.037438728873,1
"CORR1334","Darien","H0390",20201.3275336405,37.8844261582356,4,269.317865591433,3
"CORR1335","Darien","H0398",19340.5650697965,37.6932240771868,3,259.149683349388,2
"CORR1336","El Montoso","H0373",8026.11112169576,22.9801951667108,4,175.387739924252,3
"CORR1337","El Montoso","H0377",6048.79362137862,20.8197078986024,3,145.952798991852,2
"CORR1338","El Montoso","H0377",6048.79362137862,20.6130248544773,3,147.423728177699,2
"CORR1339","El Montoso","H0375",6048.79362137862,19.5169766848288,3,155.672547428346,2
"CORR1340","El Montoso","H0372",6048.79362137862,18.9933288874233,3,159.972716398151,2
"CORR1341","La Tronosa","H0373",13647.997680972,28.5310897755172,5,240.091533829298,3
"CORR1342","La Tronosa","H0377",11670.6801813894,27.8089499114403,4,210.656592896899,2
"CORR1343","La Tronosa","H0377",11670.6801813894,27.6172481458271,4,212.127522082746,2
"CORR1344","La Tronosa","H0375",11670.6801813894,26.5809680607124,4,220.376341333393,2
"CORR1345","La Tronosa","H0372",11670.6801813894,26.0732765882689,4,224.676510303198,2
"CORR1346","Golfo Dulce","H0369",9022.43404960392,44.2918265352437,4,102.414034718019,5
"CORR1347","Golfo Dulce","H0369",9916.0926729625,47.4517318941192,5,105.157136544175,5
"CORR1348","Golfo Dulce","H0368",7467.27176147831,37.2691128885764,3,100.593818865874,5
"CORR1349","Golfo Dulce","H0369",7467.27176147831,38.2493586444275,3,97.9319286851575,5
"CORR1350","Golfo Dulce","H0369",8580.47482388025,38.3178659186359,3,112.745756262277,5
"CORR1351","Rio Platano","H0156",16014.7949798091,84.5837760499672,1,95.409791466415,1
"CORR1352","Rio Platano","H0241",24041.2621588942,88.1559318738754,3,137.380711437811,2
"CORR1353","Rio Platano","H0242",24576.286650633,88.5519196090381,3,139.792924358514,2
"CORR1354","Rio Platano","H0262",27748.8387121808,89.7263207793146,3,155.808027822259,2
"CORR1355","Rio Platano","H0262",30273.7229212132,90.5017796264266,3,168.612081882117,2
"CORR1356","De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","H0529",3330.92293330051,99.1555829256332,2,16.9682803687192,0
"CORR1357","De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","H0528",3732.90244763209,62.0946421877436,3,30.167153229958,1
"CORR1358","De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","H0528",4316.57524509123,64.5211856862482,3,33.6267638825259,1
"CORR1359","De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","H0527",4578.43857888318,59.6523987146232,3,38.6905520921892,1
"CORR1360","De la Cuenca Hidrografica de los Rios Escalarete y San Cipriano","H0527",4901.44270186611,51.0127096023949,3,48.313385412094,2
"CORR1361","Ostional","H0349",1730.99647035317,6.20826367032449,3,140.72704975834,3
"CORR1362","Ostional","H0350",5327.96175289233,15.7845300718956,4,170.346622043493,3
"CORR1363","Ostional","H0351",5220.29803928477,16.992091702901,7,154.90623389879,3
"CORR1364","Ostional","H0352",6524.67748301135,20.3552292649523,9,161.608300897542,3
"CORR1365","Ostional","H0353",9308.78115958479,21.6018642793605,10,217.230800103794,4
"CORR1366","Serrania de Coraza y Montes de Maria","H0381",18616.3270501588,14.6519634074033,5,643.837937595052,4
"CORR1367","Serrania de Coraza y Montes de Maria","H0383",18616.3270501588,15.0941519157647,5,624.973618308142,4
"CORR1368","Serrania de Coraza y Montes de Maria","H0384",18616.3270501588,15.1490530716101,5,622.711473241169,4
"CORR1369","Serrania de Coraza y Montes de Maria","H0388",17424.74221101,22.5708786809504,5,390.982955528644,2
"CORR1370","Serrania de Coraza y Montes de Maria","H0389",19141.240974455,24.9834709560046,5,388.00857420332,2
"CORR1371","Cano Negro","H0350",1989.27134913935,18.5041225583136,2,54.1017653172595,2
"CORR1372","Cano Negro","H0351",9337.87257645936,47.0611191918113,6,99.8236950352898,3
"CORR1373","Cano Negro","H0349",4175.84684781806,23.5275392317648,2,89.4242332940759,2
"CORR1374","Cano Negro","H0352",11441.6323129737,52.1359296610112,6,110.373686897265,3
"CORR1375","Cano Negro","H0353",10744.1637191722,36.5611723418954,7,147.845681353317,4
"CORR1376","Gandoca Manzanillo","H0366",3319.54590723899,35.5277741465339,3,46.7103238663321,2
"CORR1377","Gandoca Manzanillo","H0369",5948.08460919141,53.2441380718316,5,55.85489471675,3
"CORR1378","Gandoca Manzanillo","H0369",4659.51198751171,30.9403215677572,5,75.5310596682981,5
"CORR1379","Gandoca Manzanillo","H0369",6547.29511738366,48.7528634910943,5,67.2573380660816,5
"CORR1380","Gandoca Manzanillo","H0369",6288.21605311941,51.0730765088343,4,61.5041754042438,4
"CORR1381","Rio Pacuare","H0357",4238.15106291562,78.9833440559539,3,26.8044576939784,4
"CORR1382","Rio Pacuare","H0355",4335.65597630265,65.1803660687968,3,33.3456796802144,3
"CORR1383","Rio Pacuare","H0359",3417.94035145388,44.2714433152344,3,38.6488302581363,4
"CORR1384","Rio Pacuare","H0369",2916.71206844126,36.9803999310257,4,39.4438564402915,4
"CORR1385","Rio Pacuare","H0360",4077.65713349489,51.6557735155811,3,39.4054826402382,4
"CORR1386","Barra del Colorado","H0354",13678.0944998961,68.8360943953659,4,99.9704148550203,2
"CORR1387","Barra del Colorado","H0353",12159.4635817182,61.0997018629558,6,100.119366697417,2
"CORR1388","Barra del Colorado","H0355",11856.7257238021,57.6429325820761,5,103.246510166168,2
"CORR1389","Barra del Colorado","H0355",11782.7553381662,55.3925103201437,3,106.925969414816,2
"CORR1390","Barra del Colorado","H0355",12599.0513609912,57.0410723753735,3,111.070681951498,2
"CORR1391","Golfito","H0369",644.504583148184,5.57143656894783,2,57.9638153732669,5
"CORR1392","Golfito","H0369",1980.1224258648,16.0259742111107,4,61.9319794262856,5
"CORR1393","Golfito","H0369",3517.61677290682,23.6574695700343,3,74.6472012386451,5
"CORR1394","Golfito","H0369",3685.88282792067,24.8656258253555,3,74.4013342796606,6
"CORR1395","Golfito","H0369",3862.03149952225,26.0264278989375,4,74.4706527549806,6
"CORR1396","Patuca","H0241",18555.6270246808,88.9797077799253,3,105.172840015323,3
"CORR1397","Patuca","H0242",19314.3698299468,89.3665931931708,3,109.058676411569,3
"CORR1398","Patuca","H0262",22330.5425422092,90.6688221093118,3,124.284142272551,3
"CORR1399","Patuca","H0262",24846.3926787922,91.5336680638774,3,137.012373266363,3
"CORR1400","Patuca","H0347",19148.9137955252,73.4549625518114,3,131.486679802666,3
"CORR1401","San Pedro Sula  Cofradia y Naco  Merendon","H0135",5015.22463726784,100,2,25.4185504546,1
"CORR1402","San Pedro Sula  Cofradia y Naco  Merendon","H0254",4006.5269229742,23.150533365022,2,88.0448306454227,2
"CORR1403","San Pedro Sula  Cofradia y Naco  Merendon","H0211",3737.44961251809,17.7385848166836,2,107.316977915168,1
"CORR1404","San Pedro Sula  Cofradia y Naco  Merendon","H0268",4172.17724062873,21.7126583203774,3,97.7504538891311,2
"CORR1405","San Pedro Sula  Cofradia y Naco  Merendon","H0149",11266.2488558626,39.5630328893026,3,144.668733181425,3
"CORR1406","Vaca","H0135",33479.9020358119,66.0430966587807,13,258.731078207767,5
"CORR1407","Vaca","H0176",22904.6999932484,48.9879637648611,7,239.203211354311,4
"CORR1408","Vaca","H0145",20019.1179208848,40.6733284617871,6,251.742538427312,4
"CORR1409","Vaca","H0220",26354.8070676491,51.5773034340158,11,261.431342188537,4
"CORR1410","Vaca","H0216",34067.3029408095,63.1475024817118,14,275.411769783448,5
"CORR1411","Lacan Tun","H0052",13230.3660153923,58.3740681043853,2,117.125558599159,1
"CORR1412","Lacan Tun","H0048",13255.705748349,57.0561629693143,2,120.098823913151,1
"CORR1413","Lacan Tun","H0083",11228.0206096637,66.8559671233188,2,86.3654837665843,2
"CORR1414","Lacan Tun","H0091",11228.0206096637,60.2023795565553,2,95.9596044338887,2
"CORR1415","Lacan Tun","H0085",11221.0821203628,60.1384490907692,2,95.9845067854601,2
"CORR1416","Chan Kin","H0052",12590.122304069,51.3492853703422,3,126.667642540654,1
"CORR1417","Chan Kin","H0048",12615.4622338554,50.2793424018735,3,129.640907854646,1
"CORR1418","Chan Kin","H0083",13653.5511397659,66.6503570229651,3,105.410161838189,2
"CORR1419","Chan Kin","H0091",13653.5511397659,61.1130909946608,3,115.004282505494,2
"CORR1420","Chan Kin","H0085",13636.638888831,61.0419924097388,3,114.975569852893,2
"CORR1421","Cuchilla del Minero","H0473",4787.10935772333,41.3705266351796,3,58.8243497297117,1
"CORR1422","Cuchilla del Minero","H0475",4787.10935772333,38.59520858387,3,63.0762922747382,1
"CORR1423","Cuchilla del Minero","H0478",4787.10935772333,31.0184742552422,3,78.4219973255174,1
"CORR1424","Cuchilla del Minero","H0479",4787.10935772333,27.8008281222305,3,87.5232680635195,1
"CORR1425","Cuchilla del Minero","H0460",4665.27517268185,17.1726017959517,6,138.026785777569,2
"CORR1426","Laguna de Terminos","H0005",9374.14237028315,23.9350578193815,4,204.178647062286,3
"CORR1427","Laguna de Terminos","H0002",9374.14237028315,23.7841019083894,4,205.369608057155,3
"CORR1428","Laguna de Terminos","H0002",9374.14237028315,23.4046247718485,4,208.703590940535,3
"CORR1429","Laguna de Terminos","H0008",9374.14237028315,21.8971995259893,4,222.887047649047,3
"CORR1430","Laguna de Terminos","H0010",9374.14237028315,21.2252615700032,4,229.95141049555,4
"CORR1431","Fernando Castro Cervantes","H0361",2766.56693630442,25.0614407319894,4,55.4091552008946,3
"CORR1432","Fernando Castro Cervantes","H0356",2364.41600239898,21.2785939478749,4,55.9046994198929,2
"CORR1433","Fernando Castro Cervantes","H0363",2766.56693630442,24.0297106420901,4,57.8462704731674,3
"CORR1434","Fernando Castro Cervantes","H0353",3183.8095069275,25.4738452844924,4,62.8434344972069,2
"CORR1435","Fernando Castro Cervantes","H0352",3157.10562766076,23.1417621311839,3,68.6605270549723,2
"CORR1436","Limoncito","H0360",2927.81259793068,48.3613810335231,3,30.1866670021367,4
"CORR1437","Limoncito","H0357",1900.31477744321,19.2425934867827,2,49.4772120327267,5
"CORR1438","Limoncito","H0359",2932.41181694486,24.4582242009705,3,59.9536128513211,5
"CORR1439","Limoncito","H0369",3374.59462238891,32.3695148951623,4,52.1115055721752,4
"CORR1440","Limoncito","H0369",3652.85681730524,25.1285958415577,5,72.9151638896946,4
"CORR1441","Montana de Mico Quemado y Las Guanchias","H0211",3461.57809011546,41.9642473456319,2,41.795949766096,0
"CORR1442","Montana de Mico Quemado y Las Guanchias","H0149",6244.03883245684,49.3798324490921,2,64.2109439757397,1
"CORR1443","Montana de Mico Quemado y Las Guanchias","H0268",7009.32366374907,49.2960787745535,2,72.2089699550387,1
"CORR1444","Montana de Mico Quemado y Las Guanchias","H0155",8332.23724946385,56.5544829347997,2,74.7988473707373,1
"CORR1445","Montana de Mico Quemado y Las Guanchias","H0268",7466.68931087392,50.8762047573105,2,74.5193414467905,1
"CORR1446","Golfo de Montijo","H0377",7692.0700188712,28.0813741391843,2,137.62434637413,1
"CORR1447","Golfo de Montijo","H0377",7692.0700188712,27.7858748158145,2,139.095275559977,1
"CORR1448","Golfo de Montijo","H0373",9669.38752005233,29.0813629211137,3,166.983464240482,2
"CORR1449","Golfo de Montijo","H0375",7692.0700188712,26.2247543623409,2,147.344094810624,1
"CORR1450","Golfo de Montijo","H0376",7692.0700188712,24.3574588462786,2,158.780639391949,2
"CORR1451","Montanas Mayas Chiquibul","H0176",19004.8751862966,44.3459445940411,8,219.236763320028,5
"CORR1452","Montanas Mayas Chiquibul","H0145",16112.1083119764,35.5579346658918,7,231.776090393027,5
"CORR1453","Montanas Mayas Chiquibul","H0220",22454.9820766299,47.5762694913779,12,241.464894154254,5
"CORR1454","Montanas Mayas Chiquibul","H0220",20556.7307057222,40.5519684642156,10,259.370647956799,5
"CORR1455","Montanas Mayas Chiquibul","H0220",14345.3585880676,30.6961102679481,5,238.966081008719,6
"CORR1456","Caracol","H0135",28594.9718539241,62.4220475572353,12,233.725744315392,5
"CORR1457","Caracol","H0176",17996.8623235227,43.0053784805288,6,214.122054395889,4
"CORR1458","Caracol","H0220",21446.9700393328,46.4322169981443,10,236.350185230115,4
"CORR1459","Caracol","H0145",15073.0649638323,34.0455543366697,5,226.433912270749,4
"CORR1460","Caracol","H0216",29182.370310409,59.4783652855781,13,250.406435891075,5
"CORR1461","Monkey Caye","H0135",19118.9808189088,46.8372120966685,9,208.034846271869,5
"CORR1462","Monkey Caye","H0216",19706.3815772219,44.7112053932188,10,224.715537847554,5
"CORR1463","Monkey Caye","H0216",20098.1666294598,45.1983423161153,10,226.710723905001,5
"CORR1464","Monkey Caye","H0149",32117.7911847233,45.2134619885868,12,361.748540897423,7
"CORR1465","Monkey Caye","H0176",13989.3762617882,35.4543682276103,9,201.295983751429,5
"CORR1466","Cienaga de Las Macanas","H0373",3313.44335466685,18.5702866788447,3,89.7383027170468,2
"CORR1467","Cienaga de Las Macanas","H0377",7046.4680095836,26.4238718429151,3,134.013089589469,2
"CORR1468","Cienaga de Las Macanas","H0377",7046.4680095836,26.1853214625453,3,135.215943754457,2
"CORR1469","Cienaga de Las Macanas","H0372",7046.4680095836,23.6853770903582,3,149.481728119741,2
"CORR1470","Cienaga de Las Macanas","H0375",7046.4680095836,23.4435113015359,3,151.037679252057,2
"CORR1471","Los Tuxtlas","H0007",6209.88466969873,11.7831673941165,1,278.305863997394,4
"CORR1472","Los Tuxtlas","H0012",6209.88466969873,11.5533807179011,1,283.827284893032,4
"CORR1473","Los Tuxtlas","H0018",6209.88466969873,10.9891083546339,1,298.595118068038,4
"CORR1474","Los Tuxtlas","H0018",6209.88466969873,11.0030321169221,1,298.314033865727,4
"CORR1475","Los Tuxtlas","H0029",6209.88466969873,10.9754709332129,1,298.744069910435,4
"CORR1476","El Pilar","H0135",36612.8523652121,61.6695063774043,17,303.092465305016,6
"CORR1477","El Pilar","H0176",26041.9231298306,46.9769944319257,12,283.564598451562,5
"CORR1478","El Pilar","H0145",23152.070529112,39.9899523442148,11,296.10392552456,5
"CORR1479","El Pilar","H0220",29492.0219838175,49.33641168204,16,305.792729285784,5
"CORR1480","El Pilar","H0124",21385.7829145099,32.9239071119354,10,332.632404223087,5
"CORR1481","Osa","H0369",12841.5761724265,45.3216274581932,5,142.452582516566,5
"CORR1482","Osa","H0369",13283.5352245323,50.5349736844074,6,132.045037906261,5
"CORR1483","Osa","H0369",14177.1938653374,52.8982184606232,7,134.712316666371,5
"CORR1484","Osa","H0369",15771.2930901507,58.2321745894655,5,136.01701226031,6
"CORR1485","Osa","H0369",16045.3284550304,50.8090173935363,7,158.807773766188,6
"CORR1486","Tawahka Asagni","H0241",12762.7856757053,84.7951315135409,3,76.0396130687505,3
"CORR1487","Tawahka Asagni","H0242",13521.5284533171,85.5248303829531,3,79.9254494649965,3
"CORR1488","Tawahka Asagni","H0262",16554.1546592267,87.8545287217597,3,95.2267383920261,3
"CORR1489","Tawahka Asagni","H0156",15692.5213535215,84.3168295102625,2,93.7412217463626,2
"CORR1490","Tawahka Asagni","H0262",19044.1855928904,89.2721913934798,3,107.803323253745,3
"CORR1491","El Guanacaure","H0343",1076.04667445482,5.25547676030346,2,103.907171965742,0
"CORR1492","El Guanacaure","H0345",10387.9675701413,38.0853726784688,4,138.383693045928,2
"CORR1493","El Guanacaure","H0348",13413.7464603073,48.9603793553863,5,138.888898412378,2
"CORR1494","El Guanacaure","H0337",3471.58017769187,11.0526264502715,3,159.482560758546,1
"CORR1495","El Guanacaure","H0337",4285.45032384511,13.2991791957702,3,163.602370943658,1
"CORR1496","Ria Celestun","H0008",54754.5564395759,38.6915789189436,12,728.844457019224,6
"CORR1497","Ria Celestun","H0010",53636.4584468362,37.6577119584647,11,733.268675479852,6
"CORR1498","Ria Celestun","H0005",53840.7925480772,35.7660518235255,10,776.015570128254,7
"CORR1499","Ria Celestun","H0013",53636.4584468362,37.9670361128587,11,727.251710365215,6
"CORR1500","Ria Celestun","H0011",53636.4584468362,37.4231551508479,11,737.918131115955,6
"CORR1501","Montes Azules","H0083",7783.7335493824,58.3048887480284,1,68.709869491084,2
"CORR1502","Montes Azules","H0091",7783.7335493824,51.187998549964,1,78.3039901583883,2
"CORR1503","Montes Azules","H0085",7766.82078715558,51.0824220971052,1,78.2752775057876,2
"CORR1504","Montes Azules","H0091",7783.7335493824,48.7994242656645,1,82.1519150216111,2
"CORR1505","Montes Azules","H0074",9065.91723553237,50.6039828133578,1,92.5946768752412,2
"CORR1506","Cascada de Agua Azul","H0008",990.25923501396,16.3730506421171,1,31.3336741402865,0
"CORR1507","Cascada de Agua Azul","H0010",990.25923501396,12.8883402161483,1,39.8256660602201,1
"CORR1508","Cascada de Agua Azul","H0011",990.25923501396,12.1558564358776,1,42.2248697994705,1
"CORR1509","Cascada de Agua Azul","H0005",406.234877614503,4.90159368444914,1,43.0026142321132,1
"CORR1510","Cascada de Agua Azul","H0013",990.25923501396,11.6307311737639,1,44.0879234970027,1
"CORR1511","Pejeperro","H0369",14415.8563087518,50.7570010665271,5,142.765073661173,5
"CORR1512","Pejeperro","H0369",14857.8155257696,56.3267231553915,6,132.509175182961,5
"CORR1513","Pejeperro","H0369",15751.474164975,58.5511644598737,7,135.252277009117,5
"CORR1514","Pejeperro","H0369",17345.5730762945,63.8278430452355,5,136.481149537009,6
"CORR1515","Pejeperro","H0369",17624.6709074762,55.681591073611,7,159.196087976842,6
"CORR1516","Cipanci","H0349",3461.69348248963,23.4821512362446,3,74.224132051692,2
"CORR1517","Cipanci","H0350",2211.47253060484,16.7261538788416,3,66.520199456157,2
"CORR1518","Cipanci","H0351",2865.43389840829,16.7172295336354,4,86.3545151305242,2
"CORR1519","Cipanci","H0352",4169.81331252105,22.5727976416248,6,93.0565821292764,2
"CORR1520","Cipanci","H0353",6966.87044653589,23.5972171794736,7,148.754904401571,3
"CORR1521","Parque Ecologico Jaguaroundi","H0007",441.659594408661,1.27480667916678,1,182.447176458391,3
"CORR1522","Parque Ecologico Jaguaroundi","H0012",441.659594408661,1.23737033357254,1,187.96859735403,3
"CORR1523","Parque Ecologico Jaguaroundi","H0029",441.659594408661,1.14646602320233,1,202.885382371436,3
"CORR1524","Parque Ecologico Jaguaroundi","H0021",441.659594408661,1.16500534382615,1,199.69161471706,3
"CORR1525","Parque Ecologico Jaguaroundi","H0018",441.659594408661,1.15068598457059,1,202.455346326726,3
"CORR1526","Sanguare","H0381",24460.8301164619,18.0897876754232,5,685.22067079893,4
"CORR1527","Sanguare","H0388",23258.0565202237,27.2502774566253,5,432.289865666466,2
"CORR1528","Sanguare","H0383",24460.8301164619,18.6031134334774,5,666.280528445972,4
"CORR1529","Sanguare","H0380",22054.6551128092,23.8479345529604,10,467.878176641472,2
"CORR1530","Sanguare","H0382",19018.9682091075,21.2263162562647,10,453.416330020349,2
"CORR1531","Rancho  La Asuncion   con el Area Natural Protegida Yu Balcah","H0001",2295.09238396949,22.012075831257,2,54.3947426896899,2
"CORR1532","Rancho  La Asuncion   con el Area Natural Protegida Yu Balcah","H0004",1563.71863919291,11.5811538131663,3,70.4607668679084,2
"CORR1533","Rancho  La Asuncion   con el Area Natural Protegida Yu Balcah","H0003",2295.09238396949,16.4337333982893,2,72.8783683680055,2
"CORR1534","Rancho  La Asuncion   con el Area Natural Protegida Yu Balcah","H0006",2295.09238396949,15.8125610763538,2,75.8164164386706,2
"CORR1535","Rancho  La Asuncion   con el Area Natural Protegida Yu Balcah","H0002",1967.92404474155,14.714384472382,2,69.7718546827653,2
"CORR1536","Area Comunitaria Protegida de San Isidro","H0062",4286.3401631865,44.4395332671467,2,51.5953315696655,0
"CORR1537","Area Comunitaria Protegida de San Isidro","H0053",4286.3401631865,32.3250206588206,2,70.9210938435818,1
"CORR1538","Area Comunitaria Protegida de San Isidro","H0053",4286.3401631865,31.0311569008051,2,73.8759613967286,1
"CORR1539","Area Comunitaria Protegida de San Isidro","H0034",4286.3401631865,21.4967758063921,2,106.871238399312,1
"CORR1540","Area Comunitaria Protegida de San Isidro","H0027",4286.3401631865,20.6661810954241,2,111.107477473189,1
"CORR1541","Bala an K aax","H0013",62201.0452600252,59.6943593892221,10,535.829544682323,5
"CORR1542","Bala an K aax","H0008",63320.8111063612,60.6100519687962,11,537.573937468423,5
"CORR1543","Bala an K aax","H0010",62201.0452600252,59.036893869425,10,541.84650979696,5
"CORR1544","Bala an K aax","H0033",61325.6190388055,60.7118651864137,10,519.311930141823,4
"CORR1545","Bala an K aax","H0011",62201.0452600252,58.5408746857696,10,546.495965433063,5
"CORR1546","Reserva Natural Horizontes","H0390",4253.52266777428,17.9920096445392,2,119.527918895135,1
"CORR1547","Reserva Natural Horizontes","H0388",8654.08127024693,33.5716604404988,2,130.032570099301,1
