ID,endID,crrdr_d,focal_pa_area_sqkm,focal_pa_pct_overlap,nPAs,LCP_length_km,nKBAs,biomass_mean,biomass_min,biomass_max,mean_m,min_m,max_m,range_m,nCountries,Countries,name,iso_a3,are_km2,endnode_elevrange_m,StartNode_areakm2,StartNode_elevrange_m
Finca Setal,H0215,CORR1190,6010.657698,47.28777812,6,64.90255045,2,89.31532936,46.31451416,126.7988586,881.5471965,3,2046.990967,2043.990967,1,GTM,Guatemala,GTM,5,576,6.265884315,14
Finca Setal,H0215,CORR1189,6010.657698,48.56568717,6,63.1884486,2,89.80944329,46.31451416,126.7988586,865.6756615,3,2046.990967,2043.990967,1,GTM,Guatemala,GTM,5,576,6.265884315,14
Finca Setal,H0220,CORR1188,6010.657698,41.85176028,6,73.44165278,2,89.86319097,46.31451416,126.7988586,1060.313584,3,2465,2462,1,GTM,Guatemala,GTM,753.9,1763,6.265884315,14
Finca Setal,H0176,CORR1186,4467.818989,68.46794703,4,33.30776815,2,92.07076464,47.46652985,126.2290726,246.2548733,3,1609,1606,1,GTM,Guatemala,GTM,5,581,6.265884315,14
Pejeperro,H0369,CORR1513,15794.97727,58.71287359,7,135.252277,5,90.62167685,12.07517815,157.1987152,479.6279039,6,2148.537354,2142.537354,1,CRI,Costa Rica,CRI,4712.9,2632.327881,6.332361338,28
Pejeperro,H0369,CORR1511,14459.324,50.91004711,6,142.7650737,5,95.23932796,12.07517815,145.7209167,562.9864039,6,1600,1594,1,CRI,Costa Rica,CRI,4712.9,2632.327881,6.332361338,28
Pejeperro,H0369,CORR1514,17397.32142,64.01826542,7,136.4811495,6,90.76296253,12.07517815,158.6216888,537.8610366,6,2681.483154,2675.483154,2,"CRI, PAN",Costa Rica,CRI,4712.9,2632.327881,6.332361338,28
Pejeperro,H0369,CORR1515,17679.0628,55.85343129,7,159.196088,6,97.26238354,12.07517815,145.7209167,685.9470981,6,2406,2400,2,"CRI, PAN",Costa Rica,CRI,4712.9,2632.327881,6.332361338,28
Pejeperro,H0369,CORR1512,14903.80162,56.50105874,6,132.5091752,5,91.21214253,12.07517815,157.1987152,421.440947,6,1902,1896,1,CRI,Costa Rica,CRI,4712.9,2632.327881,6.332361338,28
La Cumbre Flor de la Pasion,H0148,CORR1099,559.6126232,2.101777813,2,136.7492246,3,59.14888476,10.64366436,120.0671234,691.0007753,118,1794.077637,1676.077637,1,GTM,Guatemala,GTM,5.9,435,6.34108816,34.07374573
La Cumbre Flor de la Pasion,H0148,CORR1100,559.6126232,2.102265318,2,136.711313,3,59.55216687,10.64366436,120.0671234,690.3274876,118,1794.077637,1676.077637,1,GTM,Guatemala,GTM,5.9,435,6.34108816,34.07374573
La Cumbre Flor de la Pasion,H0145,CORR1097,989.477068,3.845714923,3,132.1327541,3,59.41435512,10.64366436,102.8488541,634.3769538,118,2463,2345,1,GTM,Guatemala,GTM,5,547,6.34108816,34.07374573
La Cumbre Flor de la Pasion,H0124,CORR1096,559.6126232,2.311875465,2,124.5257367,3,60.84799659,10.64366436,124.1006927,412.5329429,118,1881,1763,1,GTM,Guatemala,GTM,9.2,440,6.34108816,34.07374573
La Cumbre Flor de la Pasion,H0134,CORR1098,843.3951387,3.416618131,3,126.8583162,3,61.91093158,10.64366436,99.76811218,405.0317565,118,1896,1778,1,GTM,Guatemala,GTM,39.4,616,6.34108816,34.07374573
Jabiru,H0492,CORR1723,0,0,0,51.45400033,0,65.14476691,13.27654266,136.717392,1064.458603,274.6148071,2190,1915.385193,1,COL,Colombia,COL,5,471.5189209,6.352567391,113.1763611
Jabiru,H0488,CORR1721,0,0,0,35.49251187,0,59.30660363,13.27654266,124.8551636,828.5902246,274.6148071,1752,1477.385193,1,COL,Colombia,COL,14.2,283.9372559,6.352567391,113.1763611
Jabiru,H0488,CORR1722,0,0,0,34.62435691,0,59.06977809,13.27654266,124.8551636,807.7827035,274.6148071,1717,1442.385193,1,COL,Colombia,COL,14.2,283.9372559,6.352567391,113.1763611
Jabiru,H0491,CORR1724,0,0,0,43.25879608,0,62.52109695,13.27654266,124.8551636,912.0889849,274.6148071,2060,1785.385193,1,COL,Colombia,COL,27.6,800,6.352567391,113.1763611
Jabiru,H0489,CORR1725,0,0,0,41.56959658,0,62.5528315,13.27654266,124.8551636,877.179585,274.6148071,1862.376465,1587.761658,1,COL,Colombia,COL,8.4,685,6.352567391,113.1763611
Hopkins Wetlands,H0131,CORR2425,50644.40584,53.97431332,18,477.6918751,8,70.75195013,7.277805328,113.1534119,416.8988207,4.563965797,2087,2082.436034,3,"BLZ, GTM, HND",Honduras,HND,9.2,975,6.397064078,12
Hopkins Wetlands,H0155,CORR2423,42051.26801,49.38794076,17,433.6342425,7,70.00615481,7.277805328,108.4373703,343.686987,4.563965797,2039.329224,2034.765258,3,"BLZ, GTM, HND",Honduras,HND,38.5,895.7669678,6.397064078,12
Hopkins Wetlands,H0135,CORR2421,26953.77688,51.00942765,14,269.3326445,5,70.3303253,7.277805328,107.2269897,207.7729466,4.563965797,2007,2002.436034,3,"BLZ, GTM, HND",Belize,BLZ,36,911.2108154,6.397064078,12
Hopkins Wetlands,H0149,CORR2422,39963.06949,48.11545894,17,423.0463392,7,69.49401241,7.277805328,107.2269897,309.4734307,4.563965797,1909,1904.436034,3,"BLZ, GTM, HND",Honduras,HND,5,563.2242432,6.397064078,12
Hopkins Wetlands,H0155,CORR2424,42354.13913,49.56733628,17,435.1874994,7,70.05132771,7.277805328,108.4373703,348.9592419,4.563965797,2039.329224,2034.765258,3,"BLZ, GTM, HND",Honduras,HND,38.5,895.7669678,6.397064078,12
Pataxte,H0220,CORR1172,4063.176616,45.28963248,5,45.80964595,1,79.37379498,52.28000641,130.5574341,1006.93595,130.4671021,1750,1619.532898,1,GTM,Guatemala,GTM,753.9,1763,6.463751535,517.7046375
Pataxte,H0176,CORR1171,315.2848867,6.714472348,1,23.89400626,1,75.54379788,59.87638474,89.83998871,747.9499315,130.4671021,1676,1545.532898,1,GTM,Guatemala,GTM,5,581,6.463751535,517.7046375
Pataxte,H0216,CORR1173,2396.24786,19.88186663,6,61.47592502,2,61.06732495,5.661714077,124.1847229,594.3401326,78,2099.957275,2021.957275,2,"GTM, HND",Guatemala,GTM,15.1,824.4211426,6.463751535,517.7046375
Pataxte,H0215,CORR1174,1912.488703,18.34527293,3,53.17191249,1,81.03355272,52.28000641,130.5574341,1191.76599,130.4671021,2046.990967,1916.523865,1,GTM,Guatemala,GTM,5,576,6.463751535,517.7046375
Pataxte,H0216,CORR1175,2829.380968,22.66122216,6,63.70777915,2,61.38134198,5.661714077,124.1847229,644.3791998,78,2209,2131,2,"GTM, HND",Guatemala,GTM,15.1,824.4211426,6.463751535,517.7046375
El Guanacaure,H0337,CORR1494,3478.913512,11.07597392,3,159.4825608,1,51.83790679,3.197544336,118.8767319,906.0759205,73.80640411,2033,1959.193596,1,HND,Honduras,HND,48.6,1001,6.499386793,264.5994873
El Guanacaure,H0348,CORR1493,13407.02221,48.93583573,5,138.8888984,2,57.80910559,17.56296539,115.1384354,1050.306099,344,1643,1299,2,"HND, NIC",Nicaragua,NIC,5,232,6.499386793,264.5994873
El Guanacaure,H0337,CORR1495,4292.783658,13.32193697,3,163.6023709,1,52.11948799,3.197544336,120.8962097,925.6794431,73.80640411,2131,2057.193596,1,HND,Honduras,HND,48.6,1001,6.499386793,264.5994873
El Guanacaure,H0343,CORR1491,1069.277303,5.22241474,2,103.907172,0,38.24291368,3.522727728,109.004158,772.049986,115,1766,1651,1,HND,Honduras,HND,9.2,464,6.499386793,264.5994873
El Guanacaure,H0345,CORR1492,10386.15025,38.07870985,4,138.383693,2,53.0143206,8.883730888,119.293045,1006.331994,344,2025,1681,2,"HND, NIC",Nicaragua,NIC,62,784.59021,6.499386793,264.5994873
El Imposible,H0342,CORR0512,893.9130333,9.028402163,1,50.70115825,2,74.83626572,46.84991837,103.9643707,1110.701174,401,2142,1741,1,SLV,El Salvador,SLV,24.3,1018,6.535776484,312.0113525
El Imposible,H0344,CORR0513,981.5109276,9.492850398,2,52.94602157,2,74.92296909,41.45969391,103.9643707,1101.953428,401,1784,1383,1,SLV,El Salvador,SLV,5,608.9749756,6.535776484,312.0113525
El Imposible,H0341,CORR0511,919.8039143,11.5214531,3,40.83357398,1,77.42819931,52.66078186,103.9643707,1137.529818,401,1892,1491,1,SLV,El Salvador,SLV,12.6,669,6.535776484,312.0113525
El Imposible,H0324,CORR0515,451.6388429,2.974060076,1,77.92645311,2,50.02806196,5.979370117,89.23155212,761.5282942,127,1674,1547,2,"GTM, SLV",Guatemala,GTM,5.9,484.137207,6.535776484,312.0113525
El Imposible,H0322,CORR0514,451.6388429,2.881956698,1,80.39878562,1,50.41709331,5.979370117,89.23155212,769.8008255,127,1645,1518,2,"GTM, SLV",Guatemala,GTM,19.3,485.6934814,6.535776484,312.0113525
Billy Barquedier,H0149,CORR0432,45329.53854,54.43101419,18,424.2285635,7,71.09609928,7.277805328,107.2269897,341.4508941,6,1909,1903,3,"BLZ, GTM, HND",Honduras,HND,5,563.2242432,6.552608925,249.055603
Billy Barquedier,H0216,CORR0435,32908.86059,58.43421825,16,287.1955605,5,70.67147883,10.05439663,100.7532806,334.2543438,5.658417702,2164,2158.341582,3,"BLZ, GTM, HND",Belize,BLZ,15.1,824.4211426,6.552608925,249.055603
Billy Barquedier,H0155,CORR0434,47720.60804,55.70285588,18,436.3697238,7,71.58831495,7.277805328,108.4373703,379.3103537,6,2039.329224,2033.329224,3,"BLZ, GTM, HND",Honduras,HND,38.5,895.7669678,6.552608925,249.055603
Billy Barquedier,H0135,CORR0431,32320.24493,60.90914388,15,270.5148689,5,72.75392593,7.277805328,107.2269897,260.5017497,6,2007,2001,3,"BLZ, GTM, HND",Belize,BLZ,36,911.2108154,6.552608925,249.055603
Billy Barquedier,H0155,CORR0433,47417.73698,55.54569549,18,434.8164669,7,71.54758757,7.277805328,108.4373703,374.2376079,6,2039.329224,2033.329224,3,"BLZ, GTM, HND",Honduras,HND,38.5,895.7669678,6.552608925,249.055603
Humedal lacustrino Rio Canas,H0350,CORR0357,5815.899294,24.66301812,5,118.9067469,2,65.21781756,7.875566006,115.39711,449.952644,17,1881,1864,1,CRI,Costa Rica,CRI,5,607,6.558020418,59.35418701
Humedal lacustrino Rio Canas,H0352,CORR0359,9977.159659,34.79157592,8,144.5868678,2,61.58403116,3.63092804,117.8823624,287.2640326,5,1783,1778,1,CRI,Costa Rica,CRI,29.3,624,6.558020418,59.35418701
Humedal lacustrino Rio Canas,H0349,CORR0356,2207.523988,12.47026668,4,89.28717462,2,61.57233823,7.875566006,111.9588013,248.1204779,17,1774,1757,1,CRI,Costa Rica,CRI,15.9,513.31604,6.558020418,59.35418701
Humedal lacustrino Rio Canas,H0351,CORR0358,8675.127239,31.7249525,7,137.8848008,2,59.56017877,3.63092804,105.3170853,228.7902432,5,1787,1782,1,CRI,Costa Rica,CRI,35.2,516.050415,6.558020418,59.35418701
Humedal lacustrino Rio Canas,H0353,CORR0360,12790.50539,32.18582096,9,200.3610131,3,66.78596126,3.63092804,136.3749542,502.8011049,5,2215,2210,1,CRI,Costa Rica,CRI,169.2,1491.418457,6.558020418,59.35418701
Lapa Verde,H0353,CORR1698,7125.27677,62.17614387,7,57.51045526,2,85.73608427,44.02817535,116.8643723,903.1651743,74,1995,1921,1,CRI,Costa Rica,CRI,169.2,1491.418457,6.596098389,127
Lapa Verde,H0355,CORR1699,9034.611087,74.77881048,4,60.57097454,2,84.50889484,30.0671978,150.5952454,632.7814684,74,1892,1818,1,CRI,Costa Rica,CRI,228.7,2285,6.596098389,127
Lapa Verde,H0353,CORR1696,5222.770041,58.69609938,6,44.62788384,2,83.3078857,44.02817535,116.8643723,729.0063985,74,1963,1889,1,CRI,Costa Rica,CRI,169.2,1491.418457,6.596098389,127
Lapa Verde,H0355,CORR1700,10957.71804,83.18657578,4,66.12649667,2,94.13904614,39.3020134,159.5898743,890.1289635,74,1993,1919,1,CRI,Costa Rica,CRI,228.7,2285,6.596098389,127
Lapa Verde,H0354,CORR1697,6743.798666,76.05079941,4,44.478932,2,89.19379616,47.833004,111.1671219,907.8669776,74,2558,2484,1,CRI,Costa Rica,CRI,173.4,1706.536377,6.596098389,127
Rincon de la Vieja,H0350,CORR0117,4279.025116,66.16341459,3,32.43961319,1,68.98446078,11.70009899,115.39711,830.9948356,469.383606,1881,1411.616394,1,CRI,Costa Rica,CRI,5,607,6.677311164,107.7650757
Rincon de la Vieja,H0352,CORR0119,15964.66884,65.84377179,7,122.0062937,2,77.45600661,11.70009899,126.5728378,937.0612366,469.383606,1881,1411.616394,1,CRI,Costa Rica,CRI,29.3,624,6.677311164,107.7650757
Rincon de la Vieja,H0349,CORR0116,2428.53509,71.75503158,2,16.91735965,1,69.29427299,38.28050232,87.96417236,813.2548449,469.383606,1549,1079.616394,1,CRI,Costa Rica,CRI,15.9,513.31604,6.677311164,107.7650757
Rincon de la Vieja,H0351,CORR0118,13594.78882,61.39674281,7,111.4563019,2,75.8943587,11.70009899,126.5728378,868.5226581,469.383606,1881,1411.616394,1,CRI,Costa Rica,CRI,35.2,516.050415,6.677311164,107.7650757
Rincon de la Vieja,H0353,CORR0120,15289.54017,48.21446247,8,159.6299343,3,75.51270313,11.70009899,136.3749542,883.9765849,380.9986877,2215,1834.001312,1,CRI,Costa Rica,CRI,169.2,1491.418457,6.677311164,107.7650757
Monkey Caye,H0135,CORR1461,19162.76137,46.94446461,10,208.0348463,5,68.14256291,7.277805328,107.2269897,210.420856,6,2007,2001,3,"BLZ, GTM, HND",Belize,BLZ,36,911.2108154,6.705474923,12.69534874
Monkey Caye,H0216,CORR1462,19751.37822,44.8132969,11,224.7155378,5,65.6080719,10.05439663,99.32872009,310.5996163,5.658417702,2164,2158.341582,3,"BLZ, GTM, HND",Belize,BLZ,15.1,824.4211426,6.705474923,12.69534874
Monkey Caye,H0216,CORR1463,20143.16327,45.29953432,11,226.7107239,5,65.7176463,10.05439663,99.32872009,324.3385845,5.658417702,2140.258057,2134.599639,3,"BLZ, GTM, HND",Belize,BLZ,15.1,824.4211426,6.705474923,12.69534874
Monkey Caye,H0149,CORR1464,32172.05634,45.28985315,13,361.7485409,7,68.08570549,7.277805328,107.2269897,328.3210245,6,1909,1903,3,"BLZ, GTM, HND",Honduras,HND,5,563.2242432,6.705474923,12.69534874
Monkey Caye,H0176,CORR1465,13997.76902,35.47563864,11,201.2959838,5,75.55187186,12.9053936,126.2290726,160.4603751,3,1609,1606,2,"BLZ, GTM",Belize,BLZ,5,581,6.705474923,12.69534874
Reserva Ecologica Manabique Santa Isabel,H0211,CORR1210,5340.60434,13.70253652,4,198.5782465,2,58.89443999,7.277805328,111.8439865,400.0321654,5,2030,2025,2,"GTM, HND",Honduras,HND,30.2,1110.286743,6.711475155,10
Reserva Ecologica Manabique Santa Isabel,H0254,CORR1209,5611.932858,17.58272855,5,162.4867707,3,62.54950365,7.277805328,111.8439865,516.6572209,5,2634,2629,2,"GTM, HND",Honduras,HND,59.5,1439,6.711475155,10
Reserva Ecologica Manabique Santa Isabel,H0216,CORR1208,10339.71089,43.64527354,5,120.766644,3,60.26467708,7.277805328,107.2269897,530.9871074,5,2140.258057,2135.258057,2,"GTM, HND",Guatemala,GTM,15.1,824.4211426,6.711475155,10
Reserva Ecologica Manabique Santa Isabel,H0135,CORR1206,8655.721348,78.74648646,5,56.01462372,2,63.04834323,8.864648819,107.1663895,240.475187,6.837230206,2014.734375,2007.897145,2,"GTM, HND",Guatemala,GTM,36,911.2108154,6.711475155,10
Reserva Ecologica Manabique Santa Isabel,H0216,CORR1207,9947.924903,42.69761823,5,118.771458,3,59.98768434,7.277805328,107.2269897,507.9367291,5,2164,2159,2,"GTM, HND",Guatemala,GTM,15.1,824.4211426,6.711475155,10
Ostional,H0349,CORR1361,2016.94221,7.233815471,4,140.7270498,3,69.90234024,16.75919724,111.9588013,206.2613862,13,1774,1761,1,CRI,Costa Rica,CRI,15.9,513.31604,6.766088528,48
Ostional,H0350,CORR1362,5618.350024,16.64482949,5,170.346622,3,70.95093162,11.70009899,115.39711,355.0262327,13,1881,1868,1,CRI,Costa Rica,CRI,5,607,6.766088528,48
Ostional,H0352,CORR1364,7939.676335,24.76964302,10,161.6083009,3,62.80659519,2.112913847,117.8823624,334.9597782,3,1783,1780,1,CRI,Costa Rica,CRI,29.3,624,6.766088528,48
Ostional,H0351,CORR1363,6637.643963,21.60555855,9,154.9062339,3,61.04030374,2.112913847,103.1120224,284.3569062,3,1787,1784,1,CRI,Costa Rica,CRI,35.2,516.050415,6.766088528,48
Ostional,H0353,CORR1365,10728.82681,24.89720799,11,217.2308001,4,67.32769883,2.112913847,136.3749542,522.2412253,3,2215,2212,1,CRI,Costa Rica,CRI,169.2,1491.418457,6.766088528,48
Tapon Creek,H0135,CORR1141,10094.08056,54.01205565,5,95.20722462,3,67.12997245,7.277805328,107.2269897,423.6146448,14,2007,1993,2,"GTM, HND",Guatemala,GTM,36,911.2108154,6.871191645,200
Tapon Creek,H0220,CORR1145,13355.40447,48.69777044,14,140.2207284,3,78.24791973,18.87491226,126.2290726,414.0233519,3,1750,1747,1,GTM,Guatemala,GTM,753.9,1763,6.871191645,200
Tapon Creek,H0216,CORR1143,11119.63829,49.34683758,6,114.8871999,3,62.85430225,10.05439663,97.90441132,606.2379624,5.658417702,2140.258057,2134.599639,2,"GTM, HND",Guatemala,GTM,15.1,824.4211426,6.871191645,200
Tapon Creek,H0216,CORR1142,10727.85266,48.45056297,6,112.8920138,3,62.5975303,10.05439663,97.90441132,584.237363,5.658417702,2164,2158.341582,2,"GTM, HND",Guatemala,GTM,15.1,824.4211426,6.871191645,200
Tapon Creek,H0176,CORR1144,9924.424317,42.9941981,10,117.9925975,3,77.54155485,18.87491226,126.2290726,255.511797,3,1609,1606,1,GTM,Guatemala,GTM,5,581,6.871191645,200
Cienaga los Negros,H0392,CORR1223,0,0,0,318.1375724,2,68.42512272,2.572096825,154.2088623,251.808235,4,1803,1799,1,COL,Colombia,COL,6.7,739,7.079664868,7
Cienaga los Negros,H0382,CORR1225,2499.464775,3.68011565,3,342.9549269,2,60.57095577,2.572096825,158.1468506,159.5485027,0,1678.943237,1678.943237,2,"COL, PAN",Colombia,COL,22.6,469,7.079664868,7
Cienaga los Negros,H0380,CORR1224,5546.111637,7.833759726,3,357.4167735,2,61.79880583,2.572096825,158.1468506,195.3664745,0,1593,1593,2,"COL, PAN",Colombia,COL,6.7,494,7.079664868,7
Cienaga los Negros,H0389,CORR1222,0,0,0,306.8239613,2,66.99708812,2.572096825,154.2088623,221.8684607,4,1531,1527,1,COL,Colombia,COL,7.5,569.7305908,7.079664868,7
Cienaga los Negros,H0388,CORR1221,0,0,0,321.6009933,2,67.6441058,2.572096825,144.1230316,228.9896273,4,1798,1794,1,COL,Colombia,COL,6.7,585,7.079664868,7
Cerro Miramundo,H0220,CORR0083,684.981388,6.597151138,4,53.16159759,1,44.77726183,5.185100079,101.8090973,797.6692396,157,2235,2078,1,GTM,Guatemala,GTM,753.9,1763,7.104267816,262
Cerro Miramundo,H0220,CORR0084,199.1470371,1.611962579,1,63.26966024,1,53.94161944,5.185100079,125.7904816,1026.847811,157,2323,2166,1,GTM,Guatemala,GTM,753.9,1763,7.104267816,262
Cerro Miramundo,H0215,CORR0081,199.1470371,1.908264084,1,53.44156578,1,45.12087597,5.185100079,118.6179581,778.254074,157,1743,1586,1,GTM,Guatemala,GTM,5,576,7.104267816,262
Cerro Miramundo,H0176,CORR0085,199.6270168,1.685947549,2,60.57636312,1,49.56704817,4.030963421,134.5722961,793.3232033,133,1791,1658,1,GTM,Guatemala,GTM,5,581,7.104267816,262
Cerro Miramundo,H0215,CORR0082,199.1470371,1.971446031,1,51.72746393,1,43.20366129,5.185100079,118.6179581,754.0329434,157,1743,1586,1,GTM,Guatemala,GTM,5,576,7.104267816,262
El Pilar,H0124,CORR1480,21368.81541,32.89778524,10,332.6324042,5,72.24831217,24.28748703,114.5543442,582.0557454,68.06897736,1723,1654.931023,2,"BLZ, GTM",Guatemala,GTM,9.2,440,7.16955726,141.196579
El Pilar,H0135,CORR1476,36601.81546,61.65091618,18,303.0924653,6,71.7076549,7.277805328,107.2269897,354.1914159,6,2007,2001,3,"BLZ, GTM, HND",Belize,BLZ,36,911.2108154,7.16955726,141.196579
El Pilar,H0145,CORR1478,23162.25691,40.00754701,11,296.1039255,5,71.58436946,13.84011459,105.8952637,509.0506745,68.06897736,2463,2394.931023,2,"BLZ, GTM",Belize,BLZ,5,547,7.16955726,141.196579
El Pilar,H0220,CORR1479,29438.68566,49.24718678,17,305.7927293,5,75.95827097,24.28748703,126.2290726,478.6485972,3,1750,1747,2,"BLZ, GTM",Belize,BLZ,753.9,1763,7.16955726,141.196579
El Pilar,H0176,CORR1477,26007.70469,46.91526783,13,283.5645985,5,75.4833292,24.28748703,126.2290726,418.914476,3,1609,1606,2,"BLZ, GTM",Belize,BLZ,5,581,7.16955726,141.196579
Rio Playa,H0002,CORR2115,0,0,0,253.4777323,4,43.29797139,1.230000019,114.117424,335.1106612,1.683636665,1973.262207,1971.57857,1,MEX,Mexico,MEX,29.3,817,7.189202939,5.405978441
Rio Playa,H0004,CORR2112,0,0,0,199.0634759,1,38.07860495,1.230000019,94.47795868,190.0127628,1.683636665,2082,2080.316363,1,MEX,Mexico,MEX,86.3,999,7.189202939,5.405978441
Rio Playa,H0003,CORR2113,0,0,0,214.7021583,2,41.33811573,1.230000019,112.3816147,296.1275202,1.683636665,2082,2080.316363,1,MEX,Mexico,MEX,5,640,7.189202939,5.405978441
Rio Playa,H0002,CORR2114,0,0,0,247.9823298,4,42.52084409,1.230000019,114.117424,309.4404035,1.683636665,1835,1833.316363,1,MEX,Mexico,MEX,29.3,817,7.189202939,5.405978441
Rio Playa,H0001,CORR2111,0,0,0,213.8274987,3,40.21311439,1.230000019,97.37969971,252.7870127,1.683636665,2417,2415.316363,1,MEX,Mexico,MEX,5,451,7.189202939,5.405978441
N C P E Centauro del Norte,H0048,CORR1738,24648.12487,33.30030108,8,380.8539923,4,65.22347881,3.888342381,110.2702026,301.3597375,42,1699.957642,1657.957642,2,"GTM, MEX",Guatemala,GTM,7.5,704.0334473,7.313130972,60
N C P E Centauro del Norte,H0013,CORR1737,24648.12487,30.66471577,8,413.9006523,5,67.32832776,3.888342381,116.7990341,393.836474,42,1852,1810,2,"GTM, MEX",Mexico,MEX,5,572,7.313130972,60
N C P E Centauro del Norte,H0010,CORR1739,24648.12487,30.22831698,8,419.9176174,5,67.6139877,3.888342381,116.7990341,415.9204608,42,2098.760498,2056.760498,2,"GTM, MEX",Mexico,MEX,16.8,765,7.313130972,60
N C P E Centauro del Norte,H0008,CORR1740,29066.23694,36.04776644,8,415.569222,5,65.68806492,3.888342381,108.2663193,348.9291058,42,1833,1791,2,"GTM, MEX",Guatemala,GTM,6.7,560,7.313130972,60
N C P E Centauro del Norte,H0033,CORR1736,24648.12487,31.93887377,8,397.3072147,4,66.88033837,3.888342381,117.862175,353.7263532,42,1714,1672,2,"GTM, MEX",Mexico,MEX,5,361,7.313130972,60
Carauta,H0510,CORR1319,0,0,0,32.70499392,1,117.7456557,45.08482361,189.6829681,1505.321505,451.1996155,2304,1852.800385,1,COL,Colombia,COL,5938.5,3184.241577,7.320425742,168.7380371
Carauta,H0510,CORR1318,0,0,0,23.91621433,2,119.2868192,78.51517487,186.1692352,1436.320314,451.1996155,2210.570801,1759.371185,1,COL,Colombia,COL,5938.5,3184.241577,7.320425742,168.7380371
Carauta,H0510,CORR1317,0,0,0,18.86274101,2,105.1659183,64.26837921,136.650528,861.3682993,419.1998291,1547.817261,1128.617432,1,COL,Colombia,COL,5938.5,3184.241577,7.320425742,168.7380371
Carauta,H0510,CORR1320,0,0,0,32.59125932,3,119.9348083,78.51517487,176.2538452,1613.804956,451.1996155,2892,2440.800385,1,COL,Colombia,COL,5938.5,3184.241577,7.320425742,168.7380371
Carauta,H0510,CORR1316,0,0,0,15.92357693,1,108.7032754,71.48406219,159.6631317,1175.717966,451.1996155,1977,1525.800385,1,COL,Colombia,COL,5938.5,3184.241577,7.320425742,168.7380371
Refugio de Vida Silvestre Bocas del Polochic,H0220,CORR2029,4064.339907,32.73611344,5,63.47222709,2,84.31436142,27.96595573,126.7988586,1193.216684,3,2465,2462,1,GTM,Guatemala,GTM,753.9,1763,7.385872901,10
Refugio de Vida Silvestre Bocas del Polochic,H0176,CORR2026,2521.500704,55.06544896,3,23.33834245,2,78.57363095,27.96595573,114.5305023,332.078251,3,1609,1606,1,GTM,Guatemala,GTM,5,581,7.385872901,10
Refugio de Vida Silvestre Bocas del Polochic,H0220,CORR2027,5952.481168,66.72428485,7,45.56647328,2,80.19910911,27.96595573,123.296814,752.8407009,3,1750,1747,1,GTM,Guatemala,GTM,753.9,1763,7.385872901,10
Refugio de Vida Silvestre Bocas del Polochic,H0215,CORR2028,4064.339907,38.96767147,5,53.2190229,2,83.15866782,27.96595573,126.7988586,994.513168,3,2046.990967,2043.990967,1,GTM,Guatemala,GTM,5,576,7.385872901,10
Refugio de Vida Silvestre Bocas del Polochic,H0215,CORR2030,4064.339907,37.75692139,5,54.93312475,2,82.89804376,27.96595573,126.7988586,1009.816781,3,2046.990967,2043.990967,1,GTM,Guatemala,GTM,5,576,7.385872901,10
Monkey Bay,H0149,CORR0362,51365.19158,56.89994906,20,460.0064322,8,72.68226645,7.277805328,107.2269897,361.0907245,6,1909,1903,3,"BLZ, GTM, HND",Belize,BLZ,5,563.2242432,7.393827166,73
Monkey Bay,H0155,CORR0363,53453.39001,57.87440187,20,470.5943356,8,73.06290034,7.277805328,108.4373703,391.2346158,6,2039.329224,2033.329224,3,"BLZ, GTM, HND",Belize,BLZ,38.5,895.7669678,7.393827166,73
