ID,endID,crrdr_d,focal_pa_area_sqkm,focal_pa_pct_overlap,nPAs,LCP_length_km,nKBAs,biomass_mean,biomass_min,biomass_max,mean_m,min_m,max_m,range_m,nCountries,Countries,name,iso_a3,are_km2,endnode_elevrange_m,StartNode_areakm2,StartNode_elevrange_m
N C P E Dos Lagunas,H0048,CORR1745,22961.48205,27.49791845,6,429.227035,4,64.36838006,3.888342381,110.2702026,289.7486477,42,1699.957642,1657.957642,2,"GTM, MEX",Mexico,MEX,7.5,704.0334473,42.13483298,121
N C P E Dos Lagunas,H0010,CORR1743,22961.48205,25.22692198,6,468.2906601,5,66.62342787,3.888342381,116.7990341,396.4298842,42,2098.760498,2056.760498,2,"GTM, MEX",Mexico,MEX,16.8,765,42.13483298,121
Kligna,H0156,CORR0819,16692.08074,28.92547869,4,290.1456932,2,81.81254415,25.46667862,115.0540543,229.609911,18.53954887,1719.940918,1701.401369,2,"HND, NIC",Honduras,HND,7.5,784.0059814,42.29479655,42
Kligna,H0242,CORR0818,25347.86828,38.34545685,6,332.4187894,3,82.3872029,25.46667862,126.1713028,370.7472441,18.53954887,1714,1695.460451,2,"HND, NIC",Honduras,HND,5,538,42.29479655,42
Kligna,H0347,CORR0816,23198.2253,38.58324474,4,302.9598707,2,82.30117612,25.46667862,133.8718719,352.4985031,18,1633,1615,1,NIC,Nicaragua,NIC,5,331.0843506,42.29479655,42
Kligna,H0241,CORR0817,24812.98025,37.81214176,6,330.0065765,3,82.61605676,25.46667862,126.1713028,364.2354877,18.53954887,1742,1723.460451,2,"HND, NIC",Honduras,HND,9.2,592.541748,42.29479655,42
Kligna,H0262,CORR0820,28493.68168,41.146241,6,348.2822468,3,82.9670561,25.46667862,133.1450043,427.6055986,18.53954887,2225,2206.460451,2,"HND, NIC",Honduras,HND,132.4,1192,42.29479655,42
Manglares de Nichupte,H0125,CORR2386,73480.3289,33.78645845,19,1106.781031,12,69.46110317,0.774303377,108.4373703,257.4819123,1,2121,2120,4,"BLZ, GTM, HND, MEX",Mexico,MEX,20.1,1310.162292,42.35344209,8
Manglares de Nichupte,H0142,CORR2387,72776.98422,33.57162921,19,1103.201181,12,69.43888699,0.774303377,108.4373703,252.3650773,1,2087,2086,4,"BLZ, GTM, HND, MEX",Mexico,MEX,121.5,1244,42.35344209,8
Manglares de Nichupte,H0131,CORR2390,70253.11858,32.78912963,19,1090.444238,12,69.25469626,0.774303377,113.1534119,239.5598382,1,2087,2086,4,"BLZ, GTM, HND, MEX",Mexico,MEX,9.2,975,42.35344209,8
Manglares de Nichupte,H0131,CORR2389,70679.8901,32.92273842,19,1092.597574,12,69.29631135,0.774303377,110.3909378,243.869112,1,2087,2086,4,"BLZ, GTM, HND, MEX",Mexico,MEX,9.2,975,42.35344209,8
Manglares de Nichupte,H0142,CORR2388,73864.61346,33.90324817,19,1108.832526,12,69.61314902,0.774303377,114.9584427,261.5979127,1,2124,2123,4,"BLZ, GTM, HND, MEX",Mexico,MEX,121.5,1244,42.35344209,8
Llanos de Karawala,H0353,CORR0830,55522.28451,67.52011107,10,414.4902259,8,87.29531316,15.21246529,132.8674927,95.84026122,2,2066,2064,2,"CRI, NIC",Nicaragua,NIC,169.2,1491.418457,42.79924026,48
Llanos de Karawala,H0350,CORR0828,52756.82904,62.41140409,11,425.75357,8,78.61737431,11.14462376,128.6761627,91.49819551,2,1590.408691,1588.408691,2,"CRI, NIC",Nicaragua,NIC,5,607,42.79924026,48
Llanos de Karawala,H0348,CORR0827,5257.02375,7.296875169,3,363.6986571,1,69.87492454,15.75584602,115.4141083,371.681151,6,1643.109009,1637.109009,1,NIC,Nicaragua,NIC,5,232,42.79924026,48
Llanos de Karawala,H0349,CORR0829,54945.45188,60.01587039,12,461.2276841,8,77.71334574,11.14462376,128.6761627,140.5174696,2,1722,1720,2,"CRI, NIC",Nicaragua,NIC,15.9,513.31604,42.79924026,48
Llanos de Karawala,H0347,CORR0826,16523.20123,26.11610193,4,319.1569112,2,75.83408006,15.75584602,126.3757401,297.3034047,6,1633,1627,1,NIC,Nicaragua,NIC,5,331.0843506,42.79924026,48
Rio Bravo,H0527,CORR1829,0,0,0,28.95510018,2,121.429636,63.47505951,189.6357422,1675.197907,340,3493,3153,1,COL,Colombia,COL,836.9,2814,43.31775513,329.3052673
Rio Bravo,H0529,CORR1830,0,0,0,33.80061808,1,123.2286178,82.90332794,169.3298492,731.1518975,217.0302582,1773.758057,1556.727798,1,COL,Colombia,COL,5.9,802,43.31775513,329.3052673
Rio Bravo,H0528,CORR1828,0,0,0,14.16505895,1,110.4180182,61.30905533,151.6414185,1198.45273,381,2182,1801,1,COL,Colombia,COL,116.4,1287.031738,43.31775513,329.3052673
Rio Bravo,H0528,CORR1827,0,0,0,15.40582465,1,114.3092651,70.19976807,157.2106323,1106.299547,381,1848.427856,1467.427856,1,COL,Colombia,COL,116.4,1287.031738,43.31775513,329.3052673
Rio Bravo,H0527,CORR1826,0,0,0,19.18062073,1,133.3524529,82.42128754,206.5908661,1085.070908,381,2350.449707,1969.449707,1,COL,Colombia,COL,836.9,2814,43.31775513,329.3052673
Peccary Hills,H0135,CORR2326,39719.95054,62.57718355,18,323.689938,6,75.27888223,7.277805328,107.2269897,283.9059897,6,2007,2001,3,"BLZ, GTM, HND",Belize,BLZ,36,911.2108154,43.75888234,69
Peccary Hills,H0155,CORR2328,54817.44168,57.23411231,21,487.991536,8,73.33861635,7.277805328,108.4373703,378.4711719,6,2039.329224,2033.329224,3,"BLZ, GTM, HND",Belize,BLZ,38.5,895.7669678,43.75888234,69
Peccary Hills,H0131,CORR2330,63410.57951,60.70128097,22,532.0491685,9,73.74088107,7.277805328,113.1534119,441.0154474,6,2087,2081,3,"BLZ, GTM, HND",Honduras,HND,9.2,975,43.75888234,69
Peccary Hills,H0155,CORR2329,55120.3128,57.36892177,21,489.5447928,8,73.37230531,7.277805328,108.4373703,383.0285555,6,2039.329224,2033.329224,3,"BLZ, GTM, HND",Belize,BLZ,38.5,895.7669678,43.75888234,69
Peccary Hills,H0149,CORR2327,52729.24316,56.28092347,21,477.4036326,8,72.97737152,7.277805328,107.2269897,349.114679,6,1909,1903,3,"BLZ, GTM, HND",Belize,BLZ,5,563.2242432,43.75888234,69
Yulu,H0156,CORR0813,16607.21914,30.28696712,4,275.6037509,2,81.72530532,34.54552841,115.0540543,236.4899055,23,1719.940918,1696.940918,2,"HND, NIC",Honduras,HND,7.5,784.0059814,44.02060024,115
Yulu,H0347,CORR0811,28138.36959,45.2365038,3,313.292246,2,83.39117005,36.07313538,136.2385406,340.5348594,23,1633,1610,1,NIC,Nicaragua,NIC,5,331.0843506,44.02060024,115
Yulu,H0262,CORR0815,28424.8137,42.80810647,6,333.8919506,3,82.9961422,46.64586258,133.1450043,442.3076685,23,2225,2202,2,"HND, NIC",Honduras,HND,132.4,1192,44.02060024,115
Yulu,H0242,CORR0814,25263.00667,39.948629,6,317.9526702,3,82.32073285,46.64586258,126.1713028,382.8423842,23,1714,1691,2,"HND, NIC",Honduras,HND,5,538,44.02060024,115
Yulu,H0241,CORR0812,24728.11864,39.40328395,6,315.5404573,3,82.55928846,46.72934341,126.1713028,376.1411559,23,1742,1719,2,"HND, NIC",Honduras,HND,9.2,592.541748,44.02060024,115
Carara,H0353,CORR0415,3632.661928,26.20502634,5,69.68144416,2,68.25711362,23.93967438,116.731575,940.5902111,39,2123,2084,1,CRI,Costa Rica,CRI,169.2,1491.418457,44.03871484,506.3480225
Carara,H0361,CORR0411,3607.308686,32.05864997,4,56.51667253,3,92.11760133,38.8378067,134.022171,652.5657106,110,1914,1804,1,CRI,Costa Rica,CRI,18.4,1045,44.03871484,506.3480225
Carara,H0352,CORR0414,3629.937623,24.18695547,4,75.49853671,2,75.63698007,17.466959,138.7642822,613.0162838,39,1783,1744,1,CRI,Costa Rica,CRI,29.3,624,44.03871484,506.3480225
Carara,H0356,CORR0412,3120.696432,26.28317067,4,59.69900928,2,82.30601285,31.17031097,128.7536316,836.5844178,110,2022,1912,1,CRI,Costa Rica,CRI,10.9,734,44.03871484,506.3480225
Carara,H0363,CORR0413,3607.308686,30.7628408,4,58.9537878,3,87.24241744,35.00072479,130.3444214,550.2551366,110,1846,1736,1,CRI,Costa Rica,CRI,8.4,1051,44.03871484,506.3480225
Hitoy Cerere,H0360,CORR0007,3293.019078,66.13106211,3,24.77898071,3,75.05804087,47.9132309,104.685585,897.0618966,218,1923,1705,1,CRI,Costa Rica,CRI,65.3,953,44.35514619,473.0097046
Hitoy Cerere,H0369,CORR0010,7591.737704,89.33381394,3,42.44156184,3,94.88659102,51.06634521,158.6422577,1323.597891,312.3401184,2493,2180.659882,1,CRI,Costa Rica,CRI,4712.9,2632.327881,44.35514619,473.0097046
Hitoy Cerere,H0369,CORR0008,4560.96105,70.06690222,3,32.45643267,3,85.50461173,60.28106308,130.4565582,1140.787283,258,2287,2029,1,CRI,Costa Rica,CRI,4712.9,2632.327881,44.35514619,473.0097046
Hitoy Cerere,H0369,CORR0006,1868.938981,31.26664806,3,29.87844843,3,87.71184414,58.23148346,148.3156586,684.8592341,220.7713928,1685,1464.228607,1,CRI,Costa Rica,CRI,4712.9,2632.327881,44.35514619,473.0097046
Hitoy Cerere,H0369,CORR0009,7153.018193,88.4548389,3,40.47016212,3,92.70258138,63.74175262,157.6100616,1243.206196,334.578125,2306,1971.421875,1,CRI,Costa Rica,CRI,4712.9,2632.327881,44.35514619,473.0097046
N C P E Santa Rosa,H0135,CORR1756,46028.9295,56.22774381,17,417.6368831,7,76.37950122,7.277805328,107.8383789,235.0478555,6,2007,2001,4,"BLZ, GTM, HND, MEX",Belize,BLZ,36,911.2108154,45.224482,159
N C P E Santa Rosa,H0145,CORR1758,35020.44198,42.98025174,10,416.031781,6,75.92785813,13.84011459,107.8383789,398.1070264,11,2463,2452,3,"BLZ, GTM, MEX",Belize,BLZ,5,547,45.224482,159
N C P E Santa Rosa,H0124,CORR1759,33227.00502,37.52735136,9,452.5602597,6,76.09820061,36.46680069,114.5543442,460.0741551,11,1723,1712,3,"BLZ, GTM, MEX",Belize,BLZ,9.2,440,45.224482,159
N C P E Santa Rosa,H0048,CORR1760,30675.94667,37.20323066,11,424.1971566,4,68.33092388,3.888342381,110.2702026,294.094003,42,1699.957642,1657.957642,2,"GTM, MEX",Guatemala,GTM,7.5,704.0334473,45.224482,159
N C P E Santa Rosa,H0176,CORR1757,37899.83892,47.94109168,12,403.7199231,6,78.90610869,36.46680069,126.2290726,332.2541191,3,1609,1606,3,"BLZ, GTM, MEX",Belize,BLZ,5,581,45.224482,159
Arrecifes de Xcalak,H0142,CORR2345,66140.42419,39.57004131,22,851.4930148,10,68.39842864,0.62858355,108.4373703,300.5071999,-1,2087,2088,4,"BLZ, GTM, HND, MEX",Belize,BLZ,121.5,1244,45.50690202,13
Arrecifes de Xcalak,H0125,CORR2342,66843.76887,39.82326037,22,855.0728646,10,68.43102919,0.62858355,108.4373703,306.8845371,-1,2121,2122,4,"BLZ, GTM, HND, MEX",Belize,BLZ,20.1,1310.162292,45.50690202,13
Arrecifes de Xcalak,H0131,CORR2343,64043.33006,38.8022326,22,840.8894079,10,68.20214249,0.62858355,110.3909378,290.1322044,-1,2087,2088,4,"BLZ, GTM, HND, MEX",Belize,BLZ,9.2,975,45.50690202,13
Arrecifes de Xcalak,H0131,CORR2344,63616.55855,38.64358328,22,838.7360711,10,68.14632338,0.62858355,113.1534119,284.6204471,-1,2087,2088,4,"BLZ, GTM, HND, MEX",Belize,BLZ,9.2,975,45.50690202,13
Arrecifes de Xcalak,H0135,CORR2341,39925.92958,32.29363162,18,630.3768406,7,67.13819682,0.62858355,107.26577,152.8135978,-1,2007,2008,4,"BLZ, GTM, HND, MEX",Belize,BLZ,36,911.2108154,45.50690202,13
Parque Nacional Arrecifes de Xcalak,H0142,CORR2400,66140.42419,39.57004131,22,851.4930148,10,68.39842864,0.62858355,108.4373703,300.5071999,-1,2087,2088,4,"BLZ, GTM, HND, MEX",Belize,BLZ,121.5,1244,45.50690202,13
Parque Nacional Arrecifes de Xcalak,H0131,CORR2399,63616.55855,38.64358328,22,838.7360711,10,68.14632338,0.62858355,113.1534119,284.6204471,-1,2087,2088,4,"BLZ, GTM, HND, MEX",Belize,BLZ,9.2,975,45.50690202,13
Parque Nacional Arrecifes de Xcalak,H0135,CORR2396,39925.92958,32.29363162,18,630.3768406,7,67.13819682,0.62858355,107.26577,152.8135978,-1,2007,2008,4,"BLZ, GTM, HND, MEX",Belize,BLZ,36,911.2108154,45.50690202,13
Parque Nacional Arrecifes de Xcalak,H0125,CORR2397,66843.76887,39.82326037,22,855.0728646,10,68.43102919,0.62858355,108.4373703,306.8845371,-1,2121,2122,4,"BLZ, GTM, HND, MEX",Belize,BLZ,20.1,1310.162292,45.50690202,13
Parque Nacional Arrecifes de Xcalak,H0131,CORR2398,64043.33006,38.8022326,22,840.8894079,10,68.20214249,0.62858355,110.3909378,290.1322044,-1,2087,2088,4,"BLZ, GTM, HND, MEX",Belize,BLZ,9.2,975,45.50690202,13
Gandoca Manzanillo,H0369,CORR1379,7043.461553,52.44744791,5,67.25733807,5,91.65957309,20.47055817,149.6972656,723.4738147,12,2063,2051,2,"CRI, PAN",Panama,PAN,4712.9,2632.327881,45.73394644,171
Gandoca Manzanillo,H0369,CORR1378,5175.808327,34.36865802,5,75.53105967,5,89.12462833,20.47055817,126.4627228,634.2655674,12,1886,1874,2,"CRI, PAN",Costa Rica,CRI,4712.9,2632.327881,45.73394644,171
Gandoca Manzanillo,H0369,CORR1380,6786.249845,55.11812168,5,61.5041754,4,86.83532152,20.47055817,129.5544891,873.0068427,12,2445,2433,2,"CRI, PAN",Panama,PAN,4712.9,2632.327881,45.73394644,171
Gandoca Manzanillo,H0369,CORR1377,6437.365727,57.62392638,5,55.85489472,3,88.59117053,26.79472923,152.8103638,563.3700466,10,2127.07959,2117.07959,2,"CRI, PAN",Panama,PAN,4712.9,2632.327881,45.73394644,171
Gandoca Manzanillo,H0366,CORR1376,3817.579699,40.85803093,4,46.71032387,2,82.57746267,20.47055817,122.9847565,570.7446728,12,1690,1678,2,"CRI, PAN",Panama,PAN,12.6,546,45.73394644,171
Cuchilla de San Antonio,H0478,CORR1607,0,0,0,29.60117452,0,96.18054737,42.94869614,153.4302216,819.3490591,304.8578796,1830,1525.14212,1,COL,Colombia,COL,37.7,724,46.2231735,355.0089645
Cuchilla de San Antonio,H0473,CORR1608,0,0,0,55.61330033,0,100.0459271,38.87823105,177.9335175,938.9324981,304.8578796,1810.348511,1505.490631,1,COL,Colombia,COL,7.5,465,46.2231735,355.0089645
Cuchilla de San Antonio,H0475,CORR1614,0,0,0,48.57922841,0,97.86600554,19.5634079,166.4840698,860.8361829,277,1729,1452,1,COL,Colombia,COL,5.9,433.0090332,46.2231735,355.0089645
Cuchilla de San Antonio,H0475,CORR1610,0,0,0,57.57977373,0,97.97475758,38.87823105,177.9335175,925.6805414,304.8578796,1729,1424.14212,1,COL,Colombia,COL,5.9,433.0090332,46.2231735,355.0089645
Cuchilla de San Antonio,H0473,CORR1613,0,0,0,46.61275501,0,100.3425341,19.5634079,166.4840698,874.5312823,277,1830,1553,1,COL,Colombia,COL,7.5,465,46.2231735,355.0089645
Cuchilla de San Antonio,H0479,CORR1612,0,0,0,37.87870643,0,97.835857,19.5634079,155.6876984,975.8457047,277,1753,1476,1,COL,Colombia,COL,5,613,46.2231735,355.0089645
Cuchilla de San Antonio,H0476,CORR1615,0,0,0,88.81002816,1,80.09088501,10.89398479,160.7197266,623.727427,187,1859,1672,1,COL,Colombia,COL,19.3,563.0976563,46.2231735,355.0089645
Cuchilla de San Antonio,H0476,CORR1609,0,0,0,68.03823906,1,80.50236331,10.89398479,132.2755127,613.4633344,187,1859,1672,1,COL,Colombia,COL,19.3,563.0976563,46.2231735,355.0089645
Cuchilla de San Antonio,H0479,CORR1606,0,0,0,27.83345766,0,91.41410821,50.3608284,153.4302216,753.8000103,304.8578796,1709.03833,1404.18045,1,COL,Colombia,COL,5,613,46.2231735,355.0089645
Cuchilla de San Antonio,H0478,CORR1611,0,0,0,30.22346252,0,98.46498741,19.5634079,166.4840698,890.4364325,277,1959,1682,1,COL,Colombia,COL,37.7,724,46.2231735,355.0089645
Camino de Cruces,H0375,CORR0335,35581.919,66.55788457,7,268.1730905,5,83.16810071,19.74095726,119.61866,209.287689,5,1719,1714,1,PAN,Panama,PAN,5,391,47.36094276,196
Camino de Cruces,H0377,CORR0333,35303.21713,69.8983624,7,253.2612318,5,82.6355248,19.74095726,119.6304703,183.4150532,5,1617,1612,1,PAN,Panama,PAN,10.9,419.1104736,47.36094276,196
Camino de Cruces,H0377,CORR0332,35303.21713,70.2355555,7,252.0583776,5,82.51372135,19.74095726,119.6304703,177.9413494,5,1607.741089,1602.741089,1,PAN,Panama,PAN,10.9,419.1104736,47.36094276,196
Camino de Cruces,H0372,CORR0334,35581.919,67.22520942,7,265.5372187,5,82.97669002,19.74095726,119.61866,195.0518765,5,1813,1808,1,PAN,Panama,PAN,5.9,459.3896484,47.36094276,196
Camino de Cruces,H0373,CORR0331,24480.50694,60.20648829,7,203.6491931,6,78.67094738,19.74095726,130.2148895,197.393783,5,1594.310791,1589.310791,1,PAN,Panama,PAN,5.9,564,47.36094276,196
Rio Escalante Chacocente,H0350,CORR0687,2420.108226,6.722583096,4,181.5168614,2,71.00368141,10.08071423,123.9149246,312.2406163,9.36039257,1865,1855.639607,2,"CRI, NIC",Costa Rica,CRI,5,607,47.77126732,260
Rio Escalante Chacocente,H0351,CORR0689,11069.68696,21.6683912,8,257.5510858,3,72.58688118,10.08071423,116.220993,453.6082264,9.36039257,1726,1716.639607,2,"CRI, NIC",Costa Rica,CRI,35.2,516.050415,47.77126732,260
Rio Escalante Chacocente,H0352,CORR0690,13439.56718,25.26682886,8,268.1010777,3,73.40456227,10.08071423,116.220993,500.4531271,9.36039257,1783,1773.639607,2,"CRI, NIC",Costa Rica,CRI,29.3,624,47.77126732,260
Rio Escalante Chacocente,H0349,CORR0686,7784.533884,27.58462751,5,142.2966638,3,67.12694772,10.08071423,103.9069977,321.1366423,9.36039257,1814,1804.639607,2,"CRI, NIC",Nicaragua,NIC,15.9,513.31604,47.77126732,260
Rio Escalante Chacocente,H0348,CORR0688,9983.663188,17.74109445,5,285.223507,3,54.3550523,2.089999914,111.7250824,476.5941378,24,1643,1619,1,NIC,Nicaragua,NIC,5,232,47.77126732,260
Limbaika,H0241,CORR0823,35405.39289,61.95950737,7,287.6906424,5,77.90473438,12.98385429,126.8776169,315.2887051,9,1742,1733,2,"HND, NIC",Nicaragua,NIC,9.2,592.541748,48.95651676,21
Limbaika,H0242,CORR0824,36164.13566,62.45799067,7,291.5764788,5,77.9649965,12.98385429,126.8776169,321.1110933,9,1679.437256,1670.437256,2,"HND, NIC",Nicaragua,NIC,5,538,48.95651676,21
Limbaika,H0347,CORR0821,29704.75747,56.975602,6,262.7301869,3,80.14521041,12.98385429,133.8718719,402.8055137,9,1633,1624,1,NIC,Nicaragua,NIC,5,331.0843506,48.95651676,21
Limbaika,H0348,CORR0822,26622.94951,40.50057405,8,331.6392752,3,73.89282773,12.98385429,126.4624329,531.5575571,9,1643.109009,1634.109009,1,NIC,Nicaragua,NIC,5,232,48.95651676,21
Limbaika,H0262,CORR0825,39191.97193,64.32361072,7,306.8777678,5,79.27300603,12.98385429,133.1450043,380.0699147,9,2225,2216,2,"HND, NIC",Nicaragua,NIC,132.4,1192,48.95651676,21
Isla de Canas,H0377,CORR0872,15710.58297,32.75857698,5,240.7479231,2,73.66101396,1.685939789,153.2255402,279.9469526,1,1466.751587,1465.751587,1,PAN,Panama,PAN,10.9,419.1104736,50.04345825,26
Isla de Canas,H0377,CORR0873,15710.58297,32.56079578,5,242.2188522,2,73.84998322,1.685939789,153.2255402,290.3104496,1,1617,1616,1,PAN,Panama,PAN,10.9,419.1104736,50.04345825,26
Isla de Canas,H0375,CORR0875,15710.58297,31.48572147,5,250.4676715,2,72.63206206,1.685939789,125.9570007,285.6414082,1,1719,1718,1,PAN,Panama,PAN,5,391,50.04345825,26
Isla de Canas,H0372,CORR0874,15710.58297,30.95534214,5,254.7678405,2,74.54411021,1.685939789,153.2255402,351.3496381,1,1813,1812,1,PAN,Panama,PAN,5.9,459.3896484,50.04345825,26
Isla de Canas,H0373,CORR0871,7133.766435,15.14163863,4,236.7817996,2,65.14699364,6.90539217,140.5500793,349.3028943,7.062168121,1639,1631.937832,1,PAN,Panama,PAN,5.9,564,50.04345825,26
Cerro Guacamaya,H0372,CORR1084,15773.20007,60.56679007,3,130.5155674,2,82.26852069,17.13082886,136.7779083,817.0651707,123,1813,1690,1,PAN,Panama,PAN,5.9,459.3896484,50.41442214,465.70755
Cerro Guacamaya,H0375,CORR1085,15773.20007,59.86127921,3,132.0715185,2,82.56229205,17.13082886,136.7779083,809.7535283,123,1719,1596,1,PAN,Panama,PAN,5,391,50.41442214,465.70755
Cerro Guacamaya,H0377,CORR1082,15773.20007,68.69757271,3,115.0469289,2,80.93525435,17.13082886,136.7779083,722.9107128,123,1607.741089,1484.741089,1,PAN,Panama,PAN,10.9,419.1104736,50.41442214,465.70755
Cerro Guacamaya,H0377,CORR1083,15773.20007,67.97966353,3,116.249783,2,81.20589182,17.13082886,136.7779083,730.0142054,123,1617,1494,1,PAN,Panama,PAN,10.9,419.1104736,50.41442214,465.70755
Cerro Guacamaya,H0373,CORR1081,7878.46483,61.71229359,3,63.81612517,2,71.57866702,17.13082886,120.4606781,667.5054474,123,1594.310791,1471.310791,1,PAN,Panama,PAN,5.9,564,50.41442214,465.70755
Nojkaaxmeen Eligio Panti,H0220,CORR0439,28953.42584,53.79178201,15,275.3494182,4,77.94855535,36.46680069,126.2290726,509.8534776,3,1750,1747,2,"BLZ, GTM",Guatemala,GTM,753.9,1763,50.72417383,400.8343506
Nojkaaxmeen Eligio Panti,H0135,CORR0436,36074.52307,67.58689214,16,272.421685,5,73.07314431,7.277805328,107.2269897,372.8379474,6,2007,2001,3,"BLZ, GTM, HND",Belize,BLZ,36,911.2108154,50.72417383,400.8343506
Nojkaaxmeen Eligio Panti,H0216,CORR0438,36663.13879,64.7418,17,289.1023766,5,70.9603202,10.05439663,105.8952637,441.9155523,5.658417702,2164,2158.341582,3,"BLZ, GTM, HND",Belize,BLZ,15.1,824.4211426,50.72417383,400.8343506
Nojkaaxmeen Eligio Panti,H0176,CORR0437,25522.44568,51.57812004,11,253.1212873,4,77.59780416,36.46680069,126.2290726,446.0789208,3,1609,1606,2,"BLZ, GTM",Guatemala,GTM,5,581,50.72417383,400.8343506
Nojkaaxmeen Eligio Panti,H0216,CORR0440,37054.92446,64.98405322,17,291.0975626,5,71.01107879,10.05439663,105.8952637,451.6452623,5.658417702,2140.258057,2134.599639,3,"BLZ, GTM, HND",Belize,BLZ,15.1,824.4211426,50.72417383,400.8343506
Mango Creek 4,H0216,CORR1273,24644.59622,45.08728316,13,278.9288057,5,66.40421177,5.193588734,99.32872009,283.6398931,4,2140.258057,2136.258057,3,"BLZ, GTM, HND",Belize,BLZ,15.1,824.4211426,50.98248305,30
Mango Creek 4,H0149,CORR1274,36673.48689,45.14824091,15,413.9666227,7,68.22474012,5.193588734,107.2269897,300.5617682,4,1909,1905,3,"BLZ, GTM, HND",Honduras,HND,5,563.2242432,50.98248305,30
Mango Creek 4,H0216,CORR1272,24252.81084,44.69084301,13,276.9336197,5,66.32141358,5.193588734,99.32872009,272.333947,4,2164,2160,3,"BLZ, GTM, HND",Belize,BLZ,15.1,824.4211426,50.98248305,30
Mango Creek 4,H0135,CORR1271,23664.19401,46.38836162,12,260.2529281,5,68.34776076,5.193588734,107.2269897,190.9680038,4,2007,2003,3,"BLZ, GTM, HND",Belize,BLZ,36,911.2108154,50.98248305,30
Mango Creek 4,H0155,CORR1275,38761.68543,46.52300263,15,424.5545261,7,68.77437158,5.193588734,108.4373703,335.5543642,4,2039.329224,2035.329224,3,"BLZ, GTM, HND",Honduras,HND,38.5,895.7669678,50.98248305,30
Laguna de Guaimoreto,H0172,CORR1041,8914.766742,51.91054935,3,86.75314423,0,61.18793473,7.131846428,120.2064667,413.9756237,2,1616,1614,1,HND,Honduras,HND,9.2,371,52.07851009,15
Laguna de Guaimoreto,H0156,CORR1042,3885.298896,19.0735369,3,102.9501848,0,58.75931831,7.131846428,119.6648407,369.6221907,2,1738.41272,1736.41272,1,HND,Honduras,HND,7.5,784.0059814,52.07851009,15
Laguna de Guaimoreto,H0242,CORR1044,11203.16592,38.32560143,5,147.6312213,1,65.72222806,7.131846428,119.7177734,671.9170629,2,1714,1712,1,HND,Honduras,HND,5,538,52.07851009,15
Laguna de Guaimoreto,H0125,CORR1045,13876.28208,48.03950481,5,146.167259,1,75.91880756,7.131846428,115.0597,569.2688432,2,2065.089355,2063.089355,1,HND,Honduras,HND,20.1,1310.162292,52.07851009,15
Laguna de Guaimoreto,H0241,CORR1043,10682.26669,37.1170721,5,145.3798534,1,66.08936941,7.131846428,119.7177734,662.6582031,2,1742,1740,1,HND,Honduras,HND,9.2,592.541748,52.07851009,15
De Los Humedales Entre Los Rios Leon Y Suriqui,H0390,CORR0522,0,0,0,67.96195372,1,85.08701749,12.75369263,162.3401794,217.1736585,2,1690,1688,1,COL,Colombia,COL,7.5,386,52.30806228,14
De Los Humedales Entre Los Rios Leon Y Suriqui,H0382,CORR0521,2499.463514,13.22497099,3,95.13790614,1,72.44541285,9.058792114,139.9344177,230.3880438,0,1678.943237,1678.943237,2,"COL, PAN",Colombia,COL,22.6,469,52.30806228,14
De Los Humedales Entre Los Rios Leon Y Suriqui,H0380,CORR0523,5546.11307,25.46536253,3,109.5997528,1,73.95288775,9.058792114,139.9344177,341.2467035,0,1593,1593,2,"COL, PAN",Colombia,COL,6.7,494,52.30806228,14
De Los Humedales Entre Los Rios Leon Y Suriqui,H0425,CORR0525,0,0,0,114.6489535,0,100.443883,12.75369263,174.7202301,371.3298828,2,1964.758789,1962.758789,1,COL,Colombia,COL,2258.5,2604,52.30806228,14
De Los Humedales Entre Los Rios Leon Y Suriqui,H0398,CORR0524,0,0,0,116.1382805,0,100.2954784,12.75369263,162.3401794,341.5846457,2,1818,1816,1,COL,Colombia,COL,7.5,736,52.30806228,14
Humedales entre los Rios Leon y Suriqui,H0425,CORR0505,0,0,0,114.6489535,0,100.443883,12.75369263,174.7202301,371.3298828,2,1964.758789,1962.758789,1,COL,Colombia,COL,2258.5,2604,52.30806228,14
Humedales entre los Rios Leon y Suriqui,H0398,CORR0504,0,0,0,116.1382805,0,100.2954784,12.75369263,162.3401794,341.5846457,2,1818,1816,1,COL,Colombia,COL,7.5,736,52.30806228,14
Humedales entre los Rios Leon y Suriqui,H0390,CORR0502,0,0,0,67.96195372,1,85.08701749,12.75369263,162.3401794,217.1736585,2,1690,1688,1,COL,Colombia,COL,7.5,386,52.30806228,14
Humedales entre los Rios Leon y Suriqui,H0382,CORR0501,2499.463514,13.22497099,3,95.13790614,1,72.44541285,9.058792114,139.9344177,230.3880438,0,1678.943237,1678.943237,2,"COL, PAN",Colombia,COL,22.6,469,52.30806228,14
Humedales entre los Rios Leon y Suriqui,H0380,CORR0503,5546.11307,25.46536253,3,109.5997528,1,73.95288775,9.058792114,139.9344177,341.2467035,0,1593,1593,2,"COL, PAN",Colombia,COL,6.7,494,52.30806228,14
Bermudian Landing Community Baboon Sanctuary,H0155,CORR0753,50922.46008,51.12936079,17,507.6535757,8,74.90004088,7.277805328,108.4373703,365.8379712,6,2039.329224,2033.329224,3,"BLZ, GTM, HND",Belize,BLZ,38.5,895.7669678,52.54378107,28
